Reforma del Estado,Combate a la Corrupción,"Seguridad, Paz y Justicia",El papel de México en el Mundo,Estado,Distrito
Que los regidores trabajen para el pueblo.,Nada de corrupción en morena. ,Una prohibición tajante para el ingreso de armas al país. ,,Jalisco,17
"Que los integrantes del poder judicial sean personas dignas, preparadas y a prueba de cualquier soborno. ",Realizar auditorías a los servidores públicos antes y después de que ejerzan su trabajo. ,,,Jalisco,17
Que siga AMLO.,Limpiar de corrupción al poder judicial. ,,,Jalisco,17
Renovación total del pode judicial.,Detector de mentiras para funcionarios públicos.,Mayor capacitación a los elemntos de seguridad de gobierno.,,Jalisco,18
Reformas a la procuracuración de justicia para evitar la corrupción.,,,,Jalisco,18
Elección de ministros del poder judicial.,,,,Jalisco,18
Elección popular de ministros. ,,,,Jalisco,18
Apoyo al campo para maquinaria para campesinos que tienen necesidad,Educación desde primaria hasta profesional que se incluya este tema,Que tengan un psicólogo por escuela o grupo para garantizar estabilidad emocional,Buscar una estrategia para que los que emigren se contraten,Jalisco,19
"La reforma al poder electoral .Aplicar el plan A, B y C","Poner tránsitos y policías bien preparados con estudio y ética, no burros como el presidente de ciudad Guzmán",Eliminar el narcotráfico,Para que no haya tanta emigración los sueldos sean mejor,Jalisco,19
Reforma profunda para restaurar juzgados. Cárcel a jueces y magistrados corruptos y vigilancia de organismos internos con expertos en el tema .,"Que se auditen todas las Obras Públicas, así como las compras para evitar sobreprecios",Modificar leyes para no permitir la impunidad de los delincuentes,Implementar más los negocios con otros países,Jalisco,19
Aplicar revocación de mandato,Que la petición a transparencia sea pronta y expedita,Plan Ángel Marcelo Ebrard,Dar continuidad y fortalecer lo que está haciendo López Obrador,Jalisco,19
Esto lo podemos seguir dando con Marcelo Ebrard,Pagar a investigadores que lleven a cabo buenas leyes anticorrupción,"Cursos para la Guardia Nacional, policía, etc",Ser eje rector para evitar el bloqueo internacional a Cuba y Venezuela,Jalisco,19
Reforma a la educación,"Que en las escuelas desde educación básica hasta superior, se concientice a los estudiantes que el ser honrados y honestos, no corruptos. Es más beneficioso para 1 mismo y para la sociedad al corrupto ladrón y mentiroso ya nadie le va a creer y pierde la confianza",Limpiar las fiscalías y renovarlas con personal que tenga ganas de servir y hacer justicia y eliminar vicios e implementar reformas,Administrar todos los recursos naturales para beneficio de los mexicanos,Jalisco,19
Que se establezca la justicia y las decisiones sean siempre a favor de las mayorías y de los más pobres,Que no prescriba el delito de la corrupción,Plan Angel,La creación de lazos culturales y económicos con otros países,Jalisco,19
Pedir curriculum a los magistrados y el pueblo pueda elegir en base a su ética,Plan Ángel De Marcelo Ebrard,Correr a todos los jueces corruptos,Con López Obrador México es importante,Jalisco,19
En primer lugar llevar a cabo el plan C para poder tener mayoría,Acabar de raíz con la corrupción,Que se implementen elecciones internas en el municipio,Que atienda nuestra neutralidad en conflicto internacionales,Jalisco,19
A ser o construir una nueva Constitución acorde a lo que se está viviendo,Penas más severas a los corruptos,Prevenir drogadicción desde los niños pequeños y resguardar a los niños con ambientes perjudiciales en su vida,Plan Angel,Jalisco,19
Un castigo más severo al nepotismo dentro del Poder Judicial,Revocación y evitar las concesiones leoninas que nada más buscan saquear al erario público,Reformar la Suprema Corte de Justicia,Iniciar a producir tecnología con recursos renovables o no contaminantes,Jalisco,19
Aplicar el plan C definitivamente,Hacer auditorías a gobiernos municipales para detener los negocios propios y Que la ley de corrupción no caduque,Para definir candidatos que sea con elección interna,Implementar mecanismos de integración económica y política con países latinoamericanos,Jalisco,19
"Que se auditen las instituciones judiciales, se sancione a los servidores públicos que se encuentren en actos de corrupción o que no hagan su trabajo con honestidad y justicia",Que se denuncien los grupos de venta de drogas en la cual están involucrados nuestros hijos,ilegible,Felicidades Gobierno de México. Equilibrio en las relaciones con El Mundo,Jalisco,19
Una reforma a favor del ecosistema y no permitir la tala de árboles ni permisos a empresas aguacate o empresas que solo consumen mucha agua y contaminan,Que lo de la basura se privatice para que haya mejor servicio,Que se implementen elecciones internas en el municipio,Incremento de cooperación económica con otras potencias económicas no alineadas al sistema actual,Jalisco,19
Implementar reforma integral al Poder Judicial cuyos efectos se vean reflejados en juzgados de distrito para erradicar corrupción,Fiscalizar a los presidentes municipales y gobernadores cuando terminen o antes de que terminen para que no roben,Que tengamos más a la Guardia Nacional en los municipios,Ilegible,Jalisco,19
Que se castigue a jueces y políticos que incumplan con lo que El País competa,Evaluar las instituciones y a los servidores públicos y promover los valores de Justicia ética y honestidad en ellos,"Reforma del Poder Judicial para que no haya impunidad y ""puerta giratoria""",Plan Ángel,Jalisco,19
Que las instituciones y Suprema Corte tengan un término de no más de 6 años,También al artículo 115 constitucional para limitar al alcalde el despilfarro,Que se combata a los criminales con apego a la Constitución,El apoyo para intercambios internacionales,Jalisco,19
Que el Supremo Congreso de la Unión acote a este poder y rebase sus límites,Que se hagan auditorias a los municipios que tienen el cargo con el ayuntamiento,Apoyo a la cultura e implementar un programa sembrando paz por medio de la cultura,Que los recursos naturales no se aprovechen los países extranjeros y que sean aprovechados por nosotros los mexicanos,Jalisco,19
Que los representantes de gobierno sean electos por el pueblo,Que sean los magistrados electos por la sociedad,Educación y apoyo al campo y producción,,Jalisco,19
Que todos los servidores públicos sean tratados con igualdad de derechos y no privilegios,"Más auditorías en todos los niveles federales, estatales y municipales","Implementar carrera técnica de salida en el bachillerato, por ejemplo, electricistas",,Jalisco,19
Que viva la 4T proyecto Morena,Estudio a los jóvenes de bajos recursos para que sean jóvenes preparados para mejorar y no sean drogadictos,Revisión de los lugares donde cobran derecho de piso,,Jalisco,19
Instituciones menos burocráticas y austeras pero eficientes con recursos económicos suficientes,Mejorar los servicios de salud,Incluir en la educación de los jóvenes temas de la problemática para hacerlos partícipes,,Jalisco,19
Que siga la democracia,Que se proponga una reforma al artículo 27 para beneficiar al verdadero cambio,ilegible,,Jalisco,19
Plan Angel,Imponer la inhabilitación para competir a acceder a puestos públicos a personas con antecedentes de corrupción,Verificar a las personas encargadas de impartir justicia que actúen con justicia,,Jalisco,19
,Una mejor educación,La participación del ejercito debe ser respetando los derechos humanos,,Jalisco,19
,Plana Ángel,Poner centros de alimentos a jóvenes con adicciones.,,Jalisco,19
,"Confiscación de bienes y cuentas a personajes o funcionarios públicos, así como familia directa y más compensación al estado por parte de funcionarios corruptos. Clasificación de la corrupción como crimen organizado",Que haya un paro al precio de la gasolina para que paren los precios altos,,Jalisco,19
,Que se consulte a la población cualquier servicio privatizar y cualquier ley que esté confusa para el bien del ciudadano,"Proyectos de conciencia a los jóvenes sobre seguridad, paz y justicia por medio de las redes sociales",,Jalisco,19
,"Que empiecen con los legisladores, políticos y presidentes, etc.",Evaluar en cada región cada medio año las propuestas de seguridad,,Jalisco,19
,Reformar la ley para castigar a todos servidor público acusado de corrupción,Capacitación a los elementos de Seguridad Pública para que trabajen con honestidad,,Jalisco,19
,Que el gobierno no sea tan corrupto en general,ilegible,,Jalisco,19
,Que revisen verdaderamente los resultados de los programas porque ya en Morena sigue habiendo corrupción,Un gobierno honesto,,Jalisco,19
,,Considerar también el punto C y generar programas que promuevan el respeto y el cuidado del cuerpo y no a las drogas a través de los medios de comunicación,,Jalisco,19
,,"Tener más vigilancia con policías, jueces, etc. y evitar la corrupción",,Jalisco,19
,,Hay mucho chapulín y abogados rateros,,Jalisco,19
,,Reformar las concesiones de las minas,,Jalisco,19
,,"Fortalecer en los municipios los cuerpos policiales en educación anticorrupción, en estrategia, en equipamiento, en derechos humanos y respeto a toda la población",,Jalisco,19
,,"Conocer todo el iceberg, y no sólo ver la punta del problema",,Jalisco,19
,,Más atención a las denuncias ciudadanas y dar seguimiento,,Jalisco,19
,,Poner la paz,,Jalisco,19
,,Certificar a los abogados y funcionarios judiciales,,Jalisco,19
,,"Fortalecer las instituciones que rigen las leyes como Ministerios Públicos, jueces etcétera",,Jalisco,19
,,Meter a la cárcel a todos los ladrones,,Jalisco,19
,,"Que la delincuencia de cuello blanco, así como la Armada sea tratada con leyes especiales",,Jalisco,19
,,Fortalecer el apoyo para el campo con precios de garantía,,Jalisco,19
,,Que todos se pongan a trabajar en el sistema judicial,,Jalisco,19
Que se someta a elección popular la elección de los mismos,Ayuda a las personas,Combate a la corrupción y la impunidad,Seguridad hacia mi persona,Jalisco,20
La rendición de cuentas a todas las instituciones que reciban recursos públicos,Seguir luchando hasta terminar con ella,También enfocado a la familia y en niños.,Seguridad hacia mi persona,Jalisco,20
Que se tomen en cuenta las peticiones de la población,El reforzamiento de programas sociales a los grupos más vulnerables,Que los policías ejerzan su papel cuando se necesita y que atiendan el llamado del pueblo a tiempo,Impulsar el talento de las personas en México,Jalisco,20
